HomeTeam,AwayTeam,FullTimeResult,HalfTimeHomeGoals,HalfTimeAwayGoals,HalfTimeResult
Everton,Man United,A,1,0,H
Man City,Aston Villa,A,0,1,A
Middlesbrough,Tottenham,A,0,1,A
Portsmouth,Liverpool,H,2,0,H
Sheffield United,Watford,H,1,0,H
Wigan,West Ham,A,0,1,A
Reading,Newcastle,H,0,0,D
Aston Villa,Sheffield United,H,2,0,H
Fulham,Liverpool,H,0,0,D
Newcastle,Blackburn,A,0,1,A
Reading,Watford,A,0,0,D
West Ham,Bolton,H,3,0,H
Wigan,Middlesbrough,A,0,1,A
Chelsea,Man United,D,0,0,D
Tottenham,Blackburn,D,0,1,A
Blackburn,Reading,D,1,1,D
Bolton,Aston Villa,D,1,1,D
Chelsea,Everton,D,0,0,D
Liverpool,Charlton,D,0,1,A
Man United,West Ham,A,0,1,A
Middlesbrough,Fulham,H,2,1,H
Portsmouth,Arsenal,D,0,0,D
Sheffield United,Wigan,A,1,2,A
Tottenham,Man City,H,2,1,H
Watford,Newcastle,D,0,1,A
Aston Villa,Liverpool,A,0,1,A
Bolton,Newcastle,A,0,3,A
Derby,Portsmouth,D,1,1,D
Everton,Wigan,H,1,0,H
Middlesbrough,Blackburn,A,1,0,H
West Ham,Man City,A,0,1,A
Arsenal,Fulham,H,0,1,A
Chelsea,Birmingham,H,2,2,D
Man United,Reading,D,0,0,D
Tottenham,Everton,A,1,3,A
Birmingham,Sunderland,D,1,0,H
Fulham,Bolton,H,2,1,H
Man City,Derby,H,1,0,H
Portsmouth,Man United,D,0,1,A
Reading,Chelsea,A,1,0,H
Wigan,Middlesbrough,H,0,0,D
Birmingham,West Ham,A,0,0,D
Fulham,Middlesbrough,A,1,0,H
Newcastle,Aston Villa,D,0,0,D
Portsmouth,Bolton,H,2,1,H
Reading,Everton,H,1,0,H
Tottenham,Derby,H,3,0,H
Blackburn,Arsenal,D,0,1,A
Liverpool,Chelsea,D,1,0,H
Man City,Man United,H,1,0,H
Aston Villa,Fulham,H,0,1,A
Bolton,Reading,H,1,0,H
Chelsea,Portsmouth,H,1,0,H
Derby,Birmingham,A,0,1,A
Everton,Blackburn,D,0,1,A
Sunderland,Liverpool,A,0,1,A
West Ham,Wigan,D,0,0,D
Middlesbrough,Newcastle,D,1,1,D
Bolton,Everton,A,0,1,A
Fulham,Tottenham,D,1,2,A
Liverpool,Derby,H,2,0,H
Man United,Sunderland,H,0,0,D
Middlesbrough,Birmingham,H,2,0,H
Newcastle,Wigan,H,0,0,D
Reading,West Ham,A,0,1,A
Arsenal,Portsmouth,H,2,0,H
Aston Villa,Chelsea,H,0,0,D
Portsmouth,Liverpool,D,0,0,D
Sunderland,Reading,H,1,0,H
Tottenham,Arsenal,A,1,0,H
Wigan,Fulham,D,0,1,A
Man City,Aston Villa,H,0,0,D
Arsenal,Derby,H,2,0,H
Fulham,Man City,D,1,1,D
Middlesbrough,Sunderland,D,1,1,D
Reading,Wigan,H,1,0,H
Blackburn,Portsmouth,A,0,1,A
Bolton,Tottenham,D,1,1,D
Newcastle,West Ham,H,2,1,H
Chelsea,Fulham,D,0,0,D
Derby,Bolton,D,1,1,D
Man City,Newcastle,H,1,1,D
Portsmouth,Reading,H,2,1,H
Sunderland,Blackburn,A,0,0,D
West Ham,Arsenal,A,0,1,A
Wigan,Liverpool,A,0,0,D
Tottenham,Aston Villa,D,1,3,A
Arsenal,Sunderland,H,2,1,H
Blackburn,Birmingham,H,1,0,H
Fulham,Portsmouth,A,0,0,D
Man City,Middlesbrough,H,2,0,H
Newcastle,Everton,H,1,0,H
Reading,Derby,H,0,0,D
Arsenal,Bolton,H,0,0,D
Aston Villa,Man United,A,1,3,A
Blackburn,Reading,H,3,0,H
Everton,Liverpool,A,1,0,H
Man City,Birmingham,H,1,0,H
Wigan,Portsmouth,A,0,0,D
Birmingham,Wigan,H,1,1,D
Man United,Middlesbrough,H,2,1,H
Portsmouth,West Ham,D,0,0,D
Bolton,Aston Villa,D,1,0,H
Liverpool,Arsenal,D,1,0,H
Tottenham,Blackburn,A,0,0,D
Aston Villa,Derby,H,0,0,D
Blackburn,Liverpool,D,0,0,D
Everton,Birmingham,H,1,0,H
Fulham,Reading,H,1,0,H
Newcastle,Portsmouth,A,1,3,A
Wigan,Chelsea,A,0,2,A
Man City,Sunderland,H,0,0,D
Derby,West Ham,A,0,1,A
Portsmouth,Man City,D,0,0,D
Tottenham,Wigan,H,3,0,H
Reading,Arsenal,A,0,1,A
Arsenal,Wigan,H,0,0,D
Birmingham,Portsmouth,A,0,1,A
Bolton,Man United,H,1,0,H
Derby,Chelsea,A,0,1,A
Everton,Sunderland,H,3,1,H
Man City,Reading,H,1,1,D
Middlesbrough,Aston Villa,A,0,1,A
Fulham,Blackburn,D,0,0,D
West Ham,Tottenham,D,1,0,H
Blackburn,Aston Villa,A,0,1,A
Aston Villa,Arsenal,A,1,2,A
Blackburn,Newcastle,H,0,0,D
Chelsea,West Ham,H,0,0,D
Portsmouth,Everton,D,0,0,D
Reading,Middlesbrough,D,0,0,D
Sunderland,Derby,H,0,0,D
Wigan,Man City,D,1,1,D
Liverpool,Bolton,H,2,0,H
Tottenham,Birmingham,A,0,1,A
Aston Villa,Portsmouth,A,0,2,A
Newcastle,Birmingham,H,1,1,D
Reading,Liverpool,H,1,1,D
Bolton,Wigan,H,2,1,H
Birmingham,Reading,D,1,0,H
Fulham,Newcastle,A,0,0,D
Man City,Bolton,H,1,2,A
Portsmouth,Tottenham,A,0,0,D
Sunderland,Aston Villa,D,1,0,H
Wigan,Blackburn,H,3,1,H
Aston Villa,Man City,D,1,1,D
Fulham,Wigan,D,0,0,D
Middlesbrough,West Ham,A,1,1,D
Reading,Sunderland,H,0,0,D
Man United,Everton,H,1,1,D
Newcastle,Derby,D,1,1,D
Chelsea,Aston Villa,D,1,2,A
Sunderland,Man United,A,0,3,A
West Ham,Reading,D,1,0,H
Wigan,Newcastle,H,0,0,D
Man City,Blackburn,D,2,1,H
Birmingham,Fulham,D,0,1,A
Chelsea,Newcastle,H,1,0,H
Everton,Arsenal,A,1,0,H
Portsmouth,Middlesbrough,A,0,1,A
Sunderland,Bolton,H,2,1,H
Tottenham,Reading,H,1,1,D
West Ham,Man United,H,0,1,A
Wigan,Aston Villa,A,1,0,H
Derby,Blackburn,A,1,2,A
Arsenal,West Ham,H,2,0,H
Fulham,Chelsea,A,1,0,H
Reading,Portsmouth,A,0,1,A
Blackburn,Sunderland,H,0,0,D
Bolton,Derby,H,0,0,D
Liverpool,Wigan,D,0,0,D
Newcastle,Man City,A,0,1,A
Arsenal,Birmingham,D,1,0,H
Aston Villa,Reading,H,1,0,H
Derby,Wigan,A,0,0,D
Man United,Newcastle,H,0,0,D
Middlesbrough,Liverpool,D,1,0,H
West Ham,Fulham,H,1,1,D
Bolton,Blackburn,A,1,0,H
Sunderland,Portsmouth,H,2,0,H
Blackburn,Middlesbrough,D,0,1,A
Portsmouth,Derby,H,2,1,H
Reading,Man United,A,0,0,D
Man City,West Ham,D,1,1,D
Wigan,Everton,A,0,2,A
Aston Villa,Blackburn,D,0,0,D
Middlesbrough,Wigan,H,1,0,H
Sunderland,Birmingham,H,1,0,H
Chelsea,Reading,H,1,0,H
West Ham,Liverpool,H,0,0,D
Birmingham,Derby,D,0,0,D
Liverpool,Sunderland,H,0,0,D
Man City,Arsenal,A,1,2,A
Portsmouth,Chelsea,D,0,0,D
Reading,Bolton,A,0,1,A
Tottenham,Man United,D,1,0,H
Wigan,West Ham,H,1,0,H
Fulham,Aston Villa,H,0,0,D
Aston Villa,Newcastle,H,0,1,A
Bolton,Portsmouth,A,0,0,D
Derby,Tottenham,A,0,0,D
Everton,Reading,H,0,0,D
Sunderland,Wigan,H,1,0,H
West Ham,Birmingham,D,1,1,D
Chelsea,Liverpool,D,0,0,D
Man United,Man City,A,0,2,A
Birmingham,Arsenal,D,1,0,H
Liverpool,Middlesbrough,H,2,1,H
Newcastle,Man United,A,0,2,A
Wigan,Derby,H,0,0,D
Blackburn,Bolton,H,1,0,H
Reading,Aston Villa,A,0,1,A
Man City,Everton,A,0,2,A
Arsenal,Aston Villa,D,0,1,A
Derby,Sunderland,D,0,0,D
Fulham,Man United,A,0,2,A
Man City,Wigan,D,0,0,D
Middlesbrough,Reading,A,0,0,D
West Ham,Chelsea,A,0,3,A
Blackburn,Fulham,D,0,0,D
Reading,Man City,H,0,0,D
Tottenham,West Ham,H,2,0,H
Wigan,Arsenal,D,0,0,D
Aston Villa,Middlesbrough,D,0,1,A
Chelsea,Derby,H,2,0,H
Portsmouth,Birmingham,H,2,2,D
Liverpool,Reading,H,1,1,D
Portsmouth,Aston Villa,H,2,0,H
Sunderland,Chelsea,A,0,1,A
West Ham,Blackburn,H,1,1,D
Man City,Tottenham,H,0,1,A
Wigan,Bolton,H,1,0,H
Birmingham,Newcastle,D,1,0,H
Man United,Bolton,H,2,0,H
Tottenham,Chelsea,D,1,2,A
Aston Villa,Sunderland,A,0,0,D
Blackburn,Wigan,H,2,1,H
Everton,West Ham,D,1,0,H
Reading,Birmingham,H,1,0,H
Tottenham,Portsmouth,H,0,0,D
Bolton,Arsenal,A,2,0,H
Derby,Fulham,D,1,1,D
Portsmouth,Wigan,H,1,0,H
Reading,Blackburn,D,0,0,D
Sunderland,West Ham,H,1,1,D
Arsenal,Liverpool,D,0,1,A
Blackburn,Tottenham,D,1,1,D
Fulham,Sunderland,A,0,1,A
Newcastle,Reading,H,2,0,H
Wigan,Birmingham,H,1,0,H
Middlesbrough,Man United,D,1,1,D
West Ham,Portsmouth,A,0,0,D
Birmingham,Everton,D,0,0,D
Bolton,West Ham,H,0,0,D
Derby,Aston Villa,A,0,3,A
Reading,Fulham,A,0,1,A
Sunderland,Man City,A,0,0,D
Tottenham,Middlesbrough,D,1,0,H
Chelsea,Wigan,D,0,0,D
Everton,Chelsea,A,0,1,A
Arsenal,Reading,H,2,0,H
Middlesbrough,Bolton,A,0,0,D
Wigan,Tottenham,D,1,1,D
Aston Villa,Birmingham,H,2,0,H
Man City,Portsmouth,H,2,1,H
Birmingham,Liverpool,D,1,0,H
Man City,Fulham,A,2,0,H
Sunderland,Middlesbrough,H,2,1,H
Tottenham,Bolton,D,0,0,D
West Ham,Newcastle,D,2,2,D
Wigan,Reading,D,0,0,D
Everton,Aston Villa,D,0,0,D
Derby,Arsenal,A,1,2,A
Aston Villa,Wigan,A,0,0,D
Blackburn,Derby,H,1,1,D
Bolton,Sunderland,H,1,0,H
Fulham,Birmingham,H,0,0,D
Man United,West Ham,H,3,1,H
Middlesbrough,Portsmouth,H,1,0,H
Reading,Tottenham,A,0,1,A
Arsenal,Everton,H,0,0,D
Newcastle,Chelsea,A,0,0,D
Birmingham,Blackburn,H,1,0,H
Chelsea,Bolton,D,0,0,D
Derby,Reading,A,0,1,A
Middlesbrough,Man City,H,2,0,H
Portsmouth,Fulham,A,0,0,D
Sunderland,Arsenal,A,0,1,A
Wigan,Man United,A,0,1,A
Bolton,Stoke,H,3,0,H
Everton,Blackburn,A,1,1,D
Hull,Fulham,H,1,1,D
West Ham,Wigan,H,2,0,H
Man United,Newcastle,D,1,1,D
Blackburn,Hull,D,1,1,D
Fulham,Arsenal,H,1,0,H
Newcastle,Bolton,H,0,0,D
Stoke,Aston Villa,H,1,0,H
Tottenham,Sunderland,A,0,0,D
West Brom,Everton,A,0,0,D
Wigan,Chelsea,A,0,1,A
Portsmouth,Man United,A,0,1,A
Bolton,West Brom,D,0,0,D
Everton,Portsmouth,A,0,2,A
Hull,Wigan,A,0,2,A
Middlesbrough,Stoke,H,1,0,H
West Ham,Blackburn,H,2,1,H
Blackburn,Arsenal,A,0,2,A
Liverpool,Man United,H,1,1,D
Newcastle,Hull,A,0,1,A
Portsmouth,Middlesbrough,H,0,1,A
West Brom,West Ham,H,2,2,D
Wigan,Sunderland,D,0,1,A
Stoke,Everton,A,0,1,A
Tottenham,Aston Villa,A,0,1,A
Bolton,Arsenal,A,1,2,A
Liverpool,Stoke,D,0,0,D
West Ham,Newcastle,H,2,0,H
Chelsea,Man United,D,0,1,A
Hull,Everton,D,1,0,H
Man City,Portsmouth,H,2,0,H
Tottenham,Wigan,D,0,0,D
West Brom,Aston Villa,A,1,2,A
Arsenal,Hull,A,0,0,D
Aston Villa,Sunderland,H,2,1,H
Everton,Liverpool,A,0,0,D
Fulham,West Ham,A,0,2,A
Man United,Bolton,H,0,0,D
Middlesbrough,West Brom,A,0,0,D
Newcastle,Blackburn,A,0,2,A
Stoke,Chelsea,A,0,1,A
Portsmouth,Tottenham,H,1,0,H
Wigan,Man City,H,2,1,H
Blackburn,Man United,A,0,1,A
Sunderland,Arsenal,D,0,0,D
Wigan,Middlesbrough,A,0,0,D
Chelsea,Aston Villa,H,2,0,H
Everton,Newcastle,D,2,1,H
Man City,Liverpool,A,2,0,H
Portsmouth,Stoke,H,1,0,H
Tottenham,Hull,A,0,1,A
West Ham,Bolton,A,0,2,A
Arsenal,Everton,H,0,1,A
Fulham,Sunderland,D,0,0,D
Liverpool,Wigan,H,1,2,A
Hull,West Ham,H,0,0,D
Stoke,Tottenham,H,1,1,D
Newcastle,Man City,D,1,1,D
Blackburn,Middlesbrough,D,0,0,D
Everton,Man United,D,0,1,A
Sunderland,Newcastle,H,1,1,D
West Brom,Hull,A,0,0,D
Man City,Stoke,H,1,0,H
Tottenham,Bolton,H,1,0,H
West Ham,Arsenal,A,0,0,D
Wigan,Aston Villa,A,0,1,A
Arsenal,Tottenham,D,1,1,D
Aston Villa,Blackburn,H,1,1,D
Hull,Chelsea,A,0,1,A
Liverpool,Portsmouth,H,0,0,D
Stoke,Sunderland,H,0,0,D
Chelsea,Sunderland,H,3,0,H
Man United,Hull,H,3,1,H
Middlesbrough,West Ham,D,0,1,A
Portsmouth,Wigan,A,0,1,A
Stoke,Arsenal,H,1,0,H
Tottenham,Liverpool,H,0,1,A
West Brom,Blackburn,D,0,1,A
Bolton,Man City,H,0,0,D
Newcastle,Aston Villa,H,0,0,D
Hull,Bolton,A,0,0,D
Wigan,Stoke,D,0,0,D
Aston Villa,Middlesbrough,A,1,1,D
Fulham,Newcastle,H,1,0,H
Arsenal,Aston Villa,A,0,0,D
Blackburn,Sunderland,A,1,0,H
Man United,Stoke,H,2,0,H
Newcastle,Wigan,D,0,1,A
West Brom,Chelsea,A,0,3,A
West Ham,Portsmouth,D,0,0,D
Hull,Man City,D,1,2,A
Aston Villa,Man United,D,0,0,D
Chelsea,Newcastle,D,0,0,D
Middlesbrough,Bolton,A,0,2,A
Portsmouth,Hull,D,1,0,H
Stoke,West Brom,H,0,0,D
Wigan,Everton,H,0,0,D
Middlesbrough,Newcastle,D,0,0,D
Stoke,Hull,D,0,1,A
Sunderland,Bolton,A,1,3,A
Wigan,West Brom,H,0,0,D
Chelsea,Arsenal,A,1,0,H
Portsmouth,Blackburn,H,0,0,D
Liverpool,West Ham,D,0,0,D
Arsenal,Wigan,H,1,0,H
Blackburn,Liverpool,A,0,0,D
Bolton,Chelsea,A,0,2,A
Hull,Middlesbrough,H,0,0,D
Newcastle,Stoke,D,2,0,H
Everton,Aston Villa,A,1,1,D
West Brom,Portsmouth,D,1,0,H
Liverpool,Hull,D,2,2,D
Middlesbrough,Arsenal,D,1,1,D
Stoke,Fulham,D,0,0,D
Sunderland,West Brom,H,3,0,H
Tottenham,Man United,D,0,0,D
Wigan,Blackburn,H,2,0,H
Chelsea,West Ham,D,0,1,A
Portsmouth,Newcastle,A,0,0,D
Blackburn,Stoke,H,3,0,H
Hull,Sunderland,A,1,1,D
West Ham,Aston Villa,A,0,0,D
Arsenal,Liverpool,D,1,1,D
Newcastle,Tottenham,H,1,1,D
West Brom,Man City,H,0,0,D
Aston Villa,Arsenal,D,0,1,A
Man City,Hull,H,4,0,H
Portsmouth,West Ham,A,1,1,D
Stoke,Man United,A,0,0,D
Arsenal,Portsmouth,H,0,0,D
Blackburn,Man City,D,1,0,H
Bolton,Wigan,A,0,1,A
Everton,Sunderland,H,2,0,H
Fulham,Chelsea,D,1,0,H
West Brom,Tottenham,H,0,0,D
West Ham,Stoke,H,0,1,A
Man United,Middlesbrough,H,0,0,D
Hull,Aston Villa,A,0,0,D
Aston Villa,West Brom,H,2,0,H
Everton,Hull,H,2,0,H
Middlesbrough,Sunderland,D,1,0,H
Newcastle,West Ham,D,1,1,D
Stoke,Liverpool,D,0,0,D
Wigan,Tottenham,H,0,0,D
Man United,Wigan,H,1,0,H
Bolton,Man United,A,0,0,D
Chelsea,Stoke,H,0,0,D
Hull,Arsenal,A,0,1,A
Man City,Wigan,H,0,0,D
Sunderland,Aston Villa,A,1,0,H
West Brom,Middlesbrough,H,1,0,H
Tottenham,Portsmouth,D,0,0,D
Portsmouth,Aston Villa,A,0,1,A
Sunderland,Fulham,H,0,0,D
Tottenham,Stoke,H,3,0,H
West Brom,Man United,A,0,2,A
Blackburn,Bolton,D,0,2,A
Everton,Arsenal,D,0,0,D
West Ham,Hull,H,1,0,H
Wigan,Liverpool,D,0,1,A
Arsenal,West Ham,D,0,0,D
Aston Villa,Wigan,D,0,0,D
Fulham,Portsmouth,H,1,0,H
Hull,West Brom,D,1,0,H
Middlesbrough,Blackburn,D,0,0,D
Stoke,Man City,H,1,0,H
Newcastle,Sunderland,D,0,1,A
Chelsea,Hull,D,0,0,D
Man City,Middlesbrough,H,0,0,D
Sunderland,Stoke,H,0,0,D
West Brom,Newcastle,A,1,3,A
West Ham,Man United,A,0,0,D
Man United,Fulham,H,2,0,H
Arsenal,Sunderland,D,0,0,D
Aston Villa,Chelsea,A,0,1,A
Bolton,West Ham,H,2,0,H
Man United,Blackburn,H,1,1,D
Middlesbrough,Wigan,D,0,0,D
Stoke,Portsmouth,D,0,0,D
Liverpool,Man City,D,0,0,D
Newcastle,Everton,D,0,0,D
Hull,Tottenham,A,1,1,D
Aston Villa,Stoke,D,1,0,H
Hull,Blackburn,A,0,2,A
West Ham,Man City,H,0,0,D
West Brom,Arsenal,A,1,3,A
Fulham,Hull,A,0,0,D
Man City,Aston Villa,H,1,0,H
Newcastle,Man United,A,1,1,D
Stoke,Bolton,H,1,0,H
Tottenham,Middlesbrough,H,3,0,H
Sunderland,Tottenham,D,1,0,H
Fulham,Blackburn,A,1,0,H
Bolton,Fulham,A,1,1,D
Everton,Stoke,H,2,0,H
Hull,Newcastle,D,1,1,D
Man United,Liverpool,A,1,2,A
Sunderland,Wigan,A,1,2,A
Aston Villa,Tottenham,A,0,1,A
West Ham,West Brom,D,0,0,D
Blackburn,West Ham,D,0,1,A
Fulham,Man United,H,1,0,H
Newcastle,Arsenal,A,0,0,D
Portsmouth,Everton,H,1,1,D
Stoke,Middlesbrough,H,0,0,D
Tottenham,Chelsea,H,0,0,D
Wigan,Hull,H,0,0,D
Blackburn,Tottenham,H,0,1,A
Bolton,Middlesbrough,H,2,1,H
Fulham,Liverpool,A,0,0,D
Hull,Portsmouth,D,0,0,D
West Brom,Stoke,A,0,1,A
Man United,Aston Villa,H,1,1,D
Chelsea,Bolton,H,1,0,H
Liverpool,Blackburn,H,2,0,H
Middlesbrough,Hull,H,2,1,H
Portsmouth,West Brom,D,1,0,H
Stoke,Newcastle,D,1,0,H
Wigan,Arsenal,A,1,0,H
Aston Villa,Everton,D,1,2,A
Man City,Fulham,A,1,0,H
Aston Villa,West Ham,D,1,0,H
Stoke,Blackburn,H,0,0,D
Sunderland,Hull,H,1,0,H
Man City,West Brom,H,2,1,H
Bolton,Aston Villa,D,0,1,A
Everton,Man City,A,0,1,A
Fulham,Stoke,H,1,0,H
Hull,Liverpool,A,0,1,A
Man United,Tottenham,H,0,2,A
West Brom,Sunderland,H,1,0,H
West Ham,Chelsea,A,0,0,D
Blackburn,Wigan,H,1,0,H
Newcastle,Portsmouth,D,0,0,D
Man City,Blackburn,H,3,0,H
Portsmouth,Arsenal,A,0,2,A
Stoke,West Ham,A,0,1,A
Tottenham,West Brom,H,1,0,H
Wigan,Bolton,D,0,0,D
Aston Villa,Hull,H,1,0,H
Blackburn,Portsmouth,H,1,0,H
Bolton,Sunderland,D,0,0,D
Fulham,Aston Villa,H,1,1,D
Hull,Stoke,A,0,1,A
West Brom,Wigan,H,1,1,D
Arsenal,Chelsea,A,0,2,A
Newcastle,Middlesbrough,H,1,1,D
Bolton,Hull,D,1,0,H
Everton,West Ham,H,1,1,D
Middlesbrough,Aston Villa,D,1,0,H
Stoke,Wigan,H,0,0,D
Arsenal,Stoke,H,4,1,H
Aston Villa,Newcastle,H,1,0,H
Blackburn,West Brom,D,0,0,D
Fulham,Everton,A,0,1,A
Hull,Man United,A,0,1,A
Liverpool,Tottenham,H,1,0,H
Sunderland,Chelsea,A,0,0,D
Wigan,Portsmouth,H,1,0,H
Blackburn,Man City,A,0,1,A
Bolton,Sunderland,A,0,1,A
Chelsea,Hull,H,1,1,D
Everton,Arsenal,A,0,3,A
Portsmouth,Fulham,A,0,1,A
Stoke,Burnley,H,2,0,H
Wolves,West Ham,A,0,1,A
Wigan,Wolves,A,0,1,A
Birmingham,Portsmouth,H,0,0,D
Burnley,Man United,H,1,0,H
Hull,Tottenham,A,1,3,A
Liverpool,Stoke,H,2,0,H
Arsenal,Portsmouth,H,2,1,H
Birmingham,Stoke,D,0,0,D
Hull,Bolton,H,0,0,D
Man City,Wolves,H,1,0,H
Sunderland,Blackburn,H,1,1,D
Burnley,Everton,H,1,0,H
Liverpool,Aston Villa,A,0,2,A
Blackburn,West Ham,D,0,0,D
Bolton,Liverpool,A,1,1,D
Chelsea,Burnley,H,1,0,H
Man United,Arsenal,H,0,1,A
Stoke,Sunderland,H,1,0,H
Wolves,Hull,D,0,1,A
Everton,Wigan,H,0,0,D
Portsmouth,Man City,A,0,1,A
Blackburn,Wolves,H,1,0,H
Liverpool,Burnley,H,2,0,H
Portsmouth,Bolton,A,1,2,A
Stoke,Chelsea,A,1,1,D
Sunderland,Hull,H,1,1,D
Tottenham,Man United,A,1,2,A
Wigan,West Ham,H,0,0,D
Birmingham,Aston Villa,A,0,0,D
Fulham,Everton,H,0,1,A
Aston Villa,Portsmouth,H,2,0,H
Bolton,Stoke,D,0,0,D
Burnley,Sunderland,H,1,1,D
Hull,Birmingham,A,0,0,D
West Ham,Liverpool,A,2,2,D
Man United,Man City,H,1,1,D
Blackburn,Aston Villa,H,1,1,D
Liverpool,Hull,H,2,1,H
Tottenham,Burnley,H,2,0,H
Wigan,Chelsea,H,1,0,H
Sunderland,Wolves,H,1,0,H
Man City,West Ham,H,2,1,H
Burnley,Birmingham,H,0,0,D
Hull,Wigan,H,0,0,D
Man United,Sunderland,D,0,1,A
Wolves,Portsmouth,A,0,1,A
Arsenal,Blackburn,H,3,2,H
Everton,Stoke,D,0,0,D
West Ham,Fulham,D,1,0,H
Aston Villa,Man City,D,1,0,H
Arsenal,Birmingham,H,2,1,H
Aston Villa,Chelsea,H,1,1,D
Everton,Wolves,D,0,0,D
Portsmouth,Tottenham,A,0,2,A
Stoke,West Ham,H,1,1,D
Blackburn,Burnley,H,3,1,H
Wigan,Man City,D,1,0,H
Fulham,Hull,H,1,0,H
Burnley,Wigan,A,1,1,D
Tottenham,Stoke,A,0,0,D
Wolves,Aston Villa,D,0,0,D
Bolton,Everton,H,2,1,H
Liverpool,Man United,H,0,0,D
West Ham,Arsenal,D,0,2,A
Burnley,Hull,H,1,0,H
Everton,Aston Villa,D,1,0,H
Fulham,Liverpool,H,1,1,D
Man United,Blackburn,H,0,0,D
Portsmouth,Wigan,H,2,0,H
Stoke,Wolves,D,2,0,H
Sunderland,West Ham,D,1,2,A
Birmingham,Man City,D,0,0,D
West Ham,Aston Villa,H,1,0,H
Blackburn,Portsmouth,H,0,1,A
Man City,Burnley,D,1,2,A
Wolves,Arsenal,A,0,3,A
Chelsea,Man United,H,0,0,D
Hull,Stoke,H,0,1,A
Wigan,Fulham,D,1,1,D
Liverpool,Birmingham,D,1,2,A
Birmingham,Fulham,H,1,0,H
Burnley,Aston Villa,D,1,0,H
Chelsea,Wolves,H,3,0,H
Hull,West Ham,D,3,2,H
Stoke,Portsmouth,H,0,0,D
Tottenham,Wigan,H,1,0,H
Hull,Everton,H,3,0,H
Blackburn,Stoke,D,0,0,D
Fulham,Bolton,D,0,1,A
Man City,Hull,D,1,0,H
Portsmouth,Man United,A,1,1,D
West Ham,Burnley,H,3,0,H
Wigan,Sunderland,H,0,0,D
Wolves,Birmingham,A,0,1,A
Arsenal,Stoke,H,1,0,H
Aston Villa,Hull,H,2,0,H
Man City,Chelsea,H,1,1,D
Portsmouth,Burnley,H,0,0,D
West Ham,Man United,A,0,1,A
Wigan,Birmingham,A,1,0,H
Wolves,Bolton,H,1,0,H
Fulham,Sunderland,H,1,0,H
Birmingham,West Ham,H,0,0,D
Bolton,Man City,D,2,2,D
Burnley,Fulham,D,0,0,D
Chelsea,Everton,D,2,2,D
Hull,Blackburn,D,0,0,D
Man United,Aston Villa,A,0,1,A
Stoke,Wigan,D,1,1,D
Sunderland,Portsmouth,D,1,0,H
Tottenham,Wolves,A,0,1,A
Liverpool,Arsenal,A,1,0,H
Man United,Wolves,H,2,0,H
Sunderland,Aston Villa,A,0,1,A
Burnley,Arsenal,D,1,1,D
Arsenal,Hull,H,1,0,H
Aston Villa,Stoke,H,0,0,D
Man City,Sunderland,H,3,2,H
Everton,Birmingham,D,1,1,D
West Ham,Chelsea,D,1,0,H
Wolves,Burnley,H,1,0,H
Burnley,Bolton,D,0,1,A
Man City,Stoke,H,2,0,H
Sunderland,Everton,D,1,0,H
West Ham,Portsmouth,H,1,0,H
Wigan,Blackburn,D,0,1,A
Chelsea,Fulham,H,0,1,A
Everton,Burnley,H,0,0,D
Stoke,Birmingham,A,0,0,D
Wolves,Man City,A,0,1,A
Man United,Wigan,H,3,0,H
Stoke,Fulham,H,3,0,H
Arsenal,Everton,D,1,1,D
Birmingham,Man United,D,1,0,H
Man City,Blackburn,H,2,0,H
Chelsea,Sunderland,H,4,0,H
Everton,Man City,H,2,0,H
Man United,Burnley,H,0,0,D
Tottenham,Hull,D,0,0,D
Wolves,Wigan,A,0,0,D
Bolton,Arsenal,A,0,1,A
Arsenal,Bolton,H,1,2,A
Man United,Hull,H,1,0,H
Bolton,Burnley,H,1,0,H
Wolves,Liverpool,D,0,0,D
Burnley,Chelsea,A,0,1,A
Fulham,Aston Villa,A,0,2,A
Hull,Wolves,D,1,0,H
West Ham,Blackburn,D,0,0,D
Arsenal,Man United,A,0,2,A
Sunderland,Stoke,D,0,0,D
Hull,Chelsea,D,1,1,D
Fulham,Portsmouth,H,0,0,D
Burnley,West Ham,H,1,0,H
Hull,Man City,H,1,0,H
Liverpool,Everton,H,0,0,D
Stoke,Blackburn,H,2,0,H
Sunderland,Wigan,D,0,1,A
Birmingham,Wolves,H,0,1,A
Chelsea,Arsenal,H,2,0,H
Fulham,Burnley,H,2,0,H
Portsmouth,Sunderland,D,0,1,A
Wigan,Stoke,D,1,0,H
Arsenal,Liverpool,H,0,0,D
Aston Villa,Man United,D,1,1,D
Blackburn,Hull,H,1,0,H
Everton,Chelsea,H,1,1,D
Wolves,Tottenham,H,1,0,H
Stoke,Man City,D,0,0,D
Arsenal,Sunderland,H,1,0,H
Everton,Man United,H,1,1,D
Portsmouth,Stoke,A,1,0,H
Wolves,Chelsea,A,0,1,A
Aston Villa,Burnley,H,1,1,D
Fulham,Birmingham,H,0,1,A
Birmingham,Wigan,H,1,0,H
Bolton,Wolves,H,1,0,H
Burnley,Portsmouth,A,1,1,D
Chelsea,Man City,A,1,1,D
Stoke,Arsenal,A,1,1,D
Sunderland,Fulham,D,0,0,D
Tottenham,Everton,H,2,0,H
Arsenal,Burnley,H,1,0,H
Wolves,Man United,A,0,0,D
